StartTime,Dur,Proto,SrcAddr,Sport,DstAddr,Dport,SrcPkts,DstPkts,SrcBytes,DstBytes,sTtl,dTtl,SIntPkt,DIntPkt,SrcJitter,DstJitter,SrcWin,DstWin,Load,Loss
00:07:23.625999,0.099900,udp,192.168.1.112,58909,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5125.125000,0
00:07:28.792238,0.100168,udp,192.168.1.112,60079,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5111.413086,0
00:15:56.747937,0.100570,udp,192.168.1.112,62879,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5090.981445,0
00:09:56.755524,0.100204,udp,192.168.1.112,63122,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5109.576660,0
00:18:56.777475,0.100990,udp,192.168.1.112,63353,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5069.809082,0
00:18:56.902993,0.099674,udp,192.168.1.112,63796,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5136.745605,0
00:07:18.135815,0.100679,udp,192.168.1.112,64501,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5085.469727,0
00:15:46.750739,0.100786,udp,192.168.1.112,65203,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5080.070801,0
00:00:10.782519,1791.358276,udp,192.168.1.135,137,192.168.1.255,137,61,0,6044,0,128,,,,,,,,26.549686,0
00:00:16.791086,1936.044189,udp,192.168.1.135,138,192.168.1.255,138,24,0,5668,0,128,,,,,,,,22.445768,0
00:00:09.460248,2228.554688,udp,192.168.1.135,1900,239.255.255.250,1900,108,0,56394,0,1,,,,,,,,200.567657,0
00:00:10.727965,0.094484,udp,192.168.1.135,49158,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5503.577148,0
00:00:08.533217,0.073085,udp,192.168.1.135,51325,52.169.120.89,53,1,1,77,293,128,49,,,,,,,0.000000,0
00:00:11.389716,0.093806,udp,192.168.1.135,52300,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5458.073242,0
00:00:12.602892,0.242136,udp,192.168.1.135,52301,239.255.255.250,3702,2,0,1332,0,1,,,,,,,,22004.162109,0
00:00:13.388150,6.196536,udp,192.168.1.135,52303,239.255.255.250,3702,4,0,2792,0,1,,,,,,,,2703.445801,0
00:00:16.833161,0.098361,udp,192.168.1.135,52853,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5286.647949,0
00:00:10.214522,0.097294,udp,192.168.1.135,52984,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5344.625488,0
00:00:08.461136,0.069722,udp,192.168.1.135,54611,52.169.120.89,53,1,1,76,108,128,48,,,,,,,0.000000,0
00:00:08.828739,0.069153,udp,192.168.1.135,54789,52.169.120.89,53,1,1,85,320,128,48,,,,,,,0.000000,0
00:00:09.917169,0.094457,udp,192.168.1.135,54946,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5505.150391,0
00:17:20.888399,0.094989,udp,192.168.1.135,56467,224.0.0.252,5355,2,0,134,0,1,,,,,,,,5642.758301,0
00:00:10.745571,0.096998,udp,192.168.1.135,56521,224.0.0.252,5355,2,0,132,0,1,,,,,,,,5443.411133,0
00:00:09.302431,0.098056,udp,192.168.1.135,59162,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5303.091797,0
00:00:09.453596,2203.555908,udp,192.168.1.135,59165,239.255.255.250,1900,31,0,5281,0,1,,,,,,,,18.555464,0
00:00:09.602733,0.099518,udp,192.168.1.135,59318,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5225.185547,0
00:00:08.362632,0.096564,udp,192.168.1.135,59360,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5385.029297,0
00:00:16.533580,0.097561,udp,192.168.1.135,59558,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5329.998535,0
00:00:08.593932,0.095219,udp,192.168.1.135,60086,224.0.0.252,5355,2,0,132,0,1,,,,,,,,5545.111816,0
00:00:09.004910,0.095472,udp,192.168.1.135,60948,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5446.623047,0
00:12:53.921385,0.098847,udp,192.168.1.135,62214,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5179.722168,0
00:00:08.606573,0.045749,udp,192.168.1.135,63130,52.169.120.89,53,1,1,77,300,128,48,,,,,,,0.000000,0
00:00:16.471391,2189.611816,udp,192.168.1.135,63848,157.56.120.207,3544,60,60,6180,9060,128,51,,,,,,,54.753082,0
00:00:16.506244,0.033945,udp,192.168.1.135,63848,157.56.120.208,3544,1,1,103,151,128,51,,,,,,,0.000000,0
00:00:16.611209,1853.592896,udp,192.168.1.135,63848,224.0.0.253,3544,6,0,492,0,1,,,,,,,,1.769536,0
00:00:08.706889,0.092387,udp,192.168.1.135,64234,224.0.0.252,5355,2,0,130,0,1,,,,,,,,5628.497559,0
00:00:10.263780,0.098790,udp,192.168.1.135,64388,224.0.0.252,5355,2,0,128,0,1,,,,,,,,5182.710938,0
00:00:09.412824,7.638681,udp,192.168.1.135,64988,239.255.255.250,3702,11,0,11352,0,1,,,,,,,,10808.148438,0
00:00:08.349470,1.061031,udp,fe80::3415:2c17:d667:c2c1,546,ff02::1:2,547,3,0,498,0,218,,,,,,,,2503.225586,0
00:00:09.460451,2228.554688,udp,fe80::3415:2c17:d667:c2c1,1900,ff02::c,1900,108,0,59418,0,90,,,,,,,,211.322617,0
00:00:09.302084,0.098243,udp,fe80::3415:2c17:d667:c2c1,50968,ff02::1:3,5355,2,0,170,0,122,,,,,,,,6921.612793,0
00:00:11.389447,0.093850,udp,fe80::3415:2c17:d667:c2c1,51797,ff02::1:3,5355,2,0,168,0,135,,,,,,,,7160.362305,0
00:00:12.603608,0.102040,udp,fe80::3415:2c17:d667:c2c1,52302,ff02::c,3702,2,0,1372,0,136,,,,,,,,53782.832031,0
00:00:13.388814,6.085823,udp,fe80::3415:2c17:d667:c2c1,52304,ff02::c,3702,4,0,2872,0,53,,,,,,,,2831.498779,0
00:00:10.263560,0.098804,udp,fe80::3415:2c17:d667:c2c1,53264,ff02::1:3,5355,2,0,168,0,160,,,,,,,,6801.344238,0
00:00:08.593635,0.095350,udp,fe80::3415:2c17:d667:c2c1,55124,ff02::1:3,5355,2,0,172,0,235,,,,,,,,7215.521973,0
00:00:16.832929,0.098371,udp,fe80::3415:2c17:d667:c2c1,55176,ff02::1:3,5355,2,0,170,0,157,,,,,,,,6912.606445,0
00:00:08.706693,0.092427,udp,fe80::3415:2c17:d667:c2c1,55337,ff02::1:3,5355,2,0,170,0,4,,,,,,,,7357.157715,0
00:17:20.888138,0.095075,udp,fe80::3415:2c17:d667:c2c1,55914,ff02::1:3,5355,2,0,174,0,214,,,,,,,,7320.536621,0
00:00:16.533352,0.097659,udp,fe80::3415:2c17:d667:c2c1,56798,ff02::1:3,5355,2,0,170,0,137,,,,,,,,6963.003906,0
00:00:09.004564,0.095598,udp,fe80::3415:2c17:d667:c2c1,57399,ff02::1:3,5355,2,0,170,0,79,,,,,,,,7113.119629,0
00:00:09.602411,0.099625,udp,fe80::3415:2c17:d667:c2c1,57626,ff02::1:3,5355,2,0,170,0,139,,,,,,,,6825.596191,0
00:00:10.727746,0.094569,udp,fe80::3415:2c17:d667:c2c1,58012,ff02::1:3,5355,2,0,170,0,159,,,,,,,,7190.517090,0
00:00:10.745283,0.097154,udp,fe80::3415:2c17:d667:c2c1,58121,ff02::1:3,5355,2,0,172,0,246,,,,,,,,7081.540527,0
00:00:14.267321,2226.991943,udp,fe80::3415:2c17:d667:c2c1,59163,ff02::c,1900,685,0,142032,0,27,,,,,,,,509.476471,0
00:00:09.916780,0.094624,udp,fe80::3415:2c17:d667:c2c1,60340,ff02::1:3,5355,2,0,170,0,99,,,,,,,,7186.337891,0
00:12:53.921112,0.098893,udp,fe80::3415:2c17:d667:c2c1,62458,ff02::1:3,5355,2,0,168,0,72,,,,,,,,6795.223145,0
00:00:10.214305,0.097198,udp,fe80::3415:2c17:d667:c2c1,64433,ff02::1:3,5355,2,0,170,0,63,,,,,,,,6996.028809,0
00:00:09.414218,7.487057,udp,fe80::3415:2c17:d667:c2c1,64989,ff02::c,3702,11,0,11572,0,153,,,,,,,,11240.731445,0
00:00:08.362446,0.096520,udp,fe80::3415:2c17:d667:c2c1,65270,ff02::1:3,5355,2,0,170,0,102,,,,,,,,7045.171875,0
00:07:18.135690,0.100638,udp,fe80::5440:d617:fa87:1f07,49640,ff02::1:3,5355,2,0,168,0,79,,,,,,,,6677.397949,0
00:07:26.208226,0.099867,udp,fe80::5440:d617:fa87:1f07,50600,ff02::1:3,5355,2,0,168,0,2,,,,,,,,6728.949219,0
00:06:56.691303,0.099625,udp,fe80::5440:d617:fa87:1f07,53860,ff02::1:3,5355,2,0,168,0,98,,,,,,,,6745.294922,0
00:18:56.777239,0.101059,udp,fe80::5440:d617:fa87:1f07,53887,ff02::1:3,5355,2,0,168,0,123,,,,,,,,6649.581055,0
00:18:56.899109,0.100252,udp,fe80::5440:d617:fa87:1f07,54196,ff02::1:3,5355,2,0,168,0,219,,,,,,,,6703.107910,0
00:07:15.101543,0.100677,udp,fe80::5440:d617:fa87:1f07,55468,ff02::1:3,5355,2,0,168,0,113,,,,,,,,6674.811523,0
00:18:56.775205,0.101084,udp,fe80::5440:d617:fa87:1f07,55547,ff02::1:3,5355,2,0,168,0,72,,,,,,,,6647.936523,0
00:09:56.755223,0.100307,udp,fe80::5440:d617:fa87:1f07,55572,ff02::1:3,5355,2,0,168,0,203,,,,,,,,6699.432617,0
00:24:56.799610,0.100066,udp,fe80::5440:d617:fa87:1f07,58020,ff02::1:3,5355,2,0,168,0,225,,,,,,,,6715.567871,0
00:07:28.792067,0.100180,udp,fe80::5440:d617:fa87:1f07,59133,ff02::1:3,5355,2,0,168,0,135,,,,,,,,6707.925781,0
00:15:56.747743,0.100384,udp,fe80::5440:d617:fa87:1f07,59903,ff02::1:3,5355,2,0,168,0,31,,,,,,,,6694.293945,0
00:07:21.042108,0.100621,udp,fe80::5440:d617:fa87:1f07,60194,ff02::1:3,5355,2,0,168,0,179,,,,,,,,6678.526367,0
00:21:56.783006,0.101037,udp,fe80::5440:d617:fa87:1f07,60830,ff02::1:3,5355,2,0,168,0,87,,,,,,,,6651.028809,0
00:15:46.750542,0.100433,udp,fe80::5440:d617:fa87:1f07,60960,ff02::1:3,5355,2,0,168,0,93,,,,,,,,6691.027832,0
00:07:23.625842,0.099891,udp,fe80::5440:d617:fa87:1f07,63378,ff02::1:3,5355,2,0,168,0,151,,,,,,,,6727.333008,0
00:18:56.902794,0.099684,udp,fe80::5440:d617:fa87:1f07,63817,ff02::1:3,5355,2,0,168,0,63,,,,,,,,6741.302734,0
00:06:51.495138,0.100556,udp,fe80::5440:d617:fa87:1f07,63880,ff02::1:3,5355,2,0,168,0,96,,,,,,,,6682.843262,0
00:06:54.086189,0.099991,udp,fe80::5440:d617:fa87:1f07,64530,ff02::1:3,5355,2,0,174,0,39,,,,,,,,6960.626465,0
00:00:08.350466,1.062472,udp,fe80::da58:d7ff:fe00:f72,547,fe80::3415:2c17:d667:c2c1,546,3,0,561,0,17,,,,,,,,2816.074219,0
00:00:10.627089,0.032604,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,49942,fd2d:ab8c:225::1,53,1,1,100,220,197,240,,,,,,,0.000000,0
00:00:13.500835,0.088764,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,51293,fd2d:ab8c:225::1,53,1,1,97,234,141,236,,,,,,,0.000000,0
00:12:53.920473,0.000351,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,51758,fd2d:ab8c:225::1,53,1,1,88,88,222,90,,,,,,,0.000000,0
00:12:58.728871,0.587098,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,52694,fd2d:ab8c:225::1,53,1,1,103,255,140,120,,,,,,,0.000000,0
00:24:18.464983,0.055218,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,53002,fd2d:ab8c:225::1,53,1,1,96,112,13,207,,,,,,,0.000000,0
00:12:59.316598,0.001667,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,55114,fd2d:ab8c:225::1,53,1,1,103,281,67,0,,,,,,,0.000000,0
00:00:10.744771,0.000274,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,55417,fd2d:ab8c:225::1,53,1,1,90,90,252,120,,,,,,,0.000000,0
00:00:11.388732,0.000271,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,55450,fd2d:ab8c:225::1,53,1,1,88,88,30,154,,,,,,,0.000000,0
00:00:13.467166,0.031404,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,55838,fd2d:ab8c:225::1,53,1,1,96,112,152,90,,,,,,,0.000000,0
00:00:16.624243,0.936609,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,59751,fd2d:ab8c:225::1,53,1,1,97,191,35,176,,,,,,,0.000000,0
00:17:20.887481,0.000376,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,59816,fd2d:ab8c:225::1,53,1,1,91,91,253,121,,,,,,,0.000000,0
00:00:10.262899,0.000421,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,61286,fd2d:ab8c:225::1,53,1,1,88,88,153,21,,,,,,,0.000000,0
00:00:13.590172,0.002346,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,63081,fd2d:ab8c:225::1,53,1,1,97,229,223,210,,,,,,,0.000000,0
00:00:10.573582,0.053170,udp,fd2d:ab8c:225:0:c5bd:7dba:c09b:5a83,63998,fd2d:ab8c:225::1,53,1,1,100,173,119,93,,,,,,,0.000000,0
00:31:30.191740,0.000000,udp,fd2d:ab8c:225:0:1e6f:65ff:fec0:4392,5353,ff02::fb,5353,1,0,107,0,152,,,,,,,,0.000000,0
00:15:45.845932,0.001159,tcp,192.168.1.112,49437,192.168.1.135,445,3,3,174,174,128,128,,,,,65536,65536,1601380.500000,0
00:15:49.307240,9.001995,tcp,192.168.1.112,49440,192.168.1.135,80,3,0,194,0,128,,,,,,2097152,,115.529945,2
00:17:15.740782,0.203115,tcp,192.168.1.112,49487,192.168.1.135,445,10,8,1163,974,128,128,,,,,65024,65024,74834.453125,0
00:17:15.747530,2.258812,tcp,192.168.1.112,49488,192.168.1.135,445,62,30,71609,2399,128,128,,,,,64768,65536,257746.109375,0
00:17:16.867090,1.124254,tcp,192.168.1.112,49490,192.168.1.135,445,6,5,558,592,128,128,,,,,65280,65536,6681.764160,0
00:17:16.869748,1.133127,tcp,192.168.1.112,49491,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29398.294922,0
00:17:16.869985,1.133183,tcp,192.168.1.112,49492,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29396.839844,0
00:17:16.871258,1.132190,tcp,192.168.1.112,49493,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29422.623047,0
00:17:16.872120,1.131515,tcp,192.168.1.112,49494,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29440.173828,0
00:17:16.873091,1.130659,tcp,192.168.1.112,49495,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29462.464844,0
00:17:16.873346,1.130659,tcp,192.168.1.112,49496,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29462.464844,0
00:17:16.874831,1.129499,tcp,192.168.1.112,49497,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29492.722656,0
00:17:16.875061,1.129922,tcp,192.168.1.112,49498,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29481.679688,0
00:17:16.876390,1.128789,tcp,192.168.1.112,49499,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29511.273438,0
00:17:16.876614,1.128657,tcp,192.168.1.112,49500,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29514.724609,0
00:17:16.877795,1.127722,tcp,192.168.1.112,49501,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29539.193359,0
00:17:16.877967,1.127737,tcp,192.168.1.112,49502,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29538.800781,0
00:17:16.878728,1.127066,tcp,192.168.1.112,49503,192.168.1.135,445,7,5,4594,282,128,128,,,,,65536,64512,29556.386719,0
00:17:16.878902,1.116022,tcp,192.168.1.112,49504,192.168.1.135,445,5,5,504,516,128,128,,,,,65536,65536,5856.515625,0
00:17:17.990988,0.014896,tcp,192.168.1.112,49506,192.168.1.135,445,6,4,4540,228,128,128,,,,,65536,65536,2124060.250000,0
00:17:17.991940,0.014035,tcp,192.168.1.112,49507,192.168.1.135,445,6,4,4536,224,128,128,,,,,64240,64240,2250374.250000,0
00:17:17.992171,0.013894,tcp,192.168.1.112,49508,192.168.1.135,445,6,4,4536,224,128,128,,,,,64240,64240,2273211.500000,0
00:17:17.993006,0.013149,tcp,192.168.1.112,49509,192.168.1.135,445,6,4,4536,224,128,128,,,,,64240,64240,2402007.750000,0
00:17:17.993738,0.012507,tcp,192.168.1.112,49510,192.168.1.135,445,4,3,356,170,128,128,,,,,64240,64240,243703.531250,0
00:17:19.116514,1.232825,tcp,192.168.1.112,49511,192.168.1.135,445,375,253,529239,18923,128,128,,,,,64768,65536,3547475.000000,0
00:19:15.949201,6.328438,tcp,192.168.1.135,445,192.168.1.112,49487,2,1,109,66,128,128,,,,,254,0,69.527428,0
00:00:10.660440,31.744385,tcp,192.168.1.135,49167,65.55.252.71,443,12,12,1809,3351,128,64,,,,,65024,32512,1192.273804,0
00:12:59.321229,0.164588,tcp,192.168.1.135,49173,195.113.232.73,80,4,3,514,415,128,64,,,,,65536,30336,32225.919922,0
00:17:24.759834,1.000915,tcp,192.168.1.135,49178,192.168.1.1,445,3,3,194,180,128,64,,,,,2097152,0,1998.171631,2
00:17:26.761990,1.001674,tcp,192.168.1.135,49179,192.168.1.1,139,3,3,194,180,128,64,,,,,2097152,0,1996.657471,2
00:17:28.764661,0.000000,tcp,192.168.1.135,49180,192.168.1.2,445,1,0,66,0,128,,,,,,8192,,0.000000,0
00:17:30.767577,0.000000,tcp,192.168.1.135,49181,192.168.1.2,139,1,0,66,0,128,,,,,,8192,,0.000000,0
00:23:20.832440,0.999912,tcp,192.168.1.135,49356,192.168.1.112,445,3,3,194,162,128,128,,,,,2097152,0,1904.167480,2
00:23:33.839962,1.001316,tcp,192.168.1.135,49364,192.168.1.1,445,3,3,194,180,128,64,,,,,2097152,0,1997.371582,2
00:23:46.848383,9.003102,tcp,192.168.1.135,49371,192.168.1.2,445,3,0,194,0,128,,,,,,2097152,,115.515739,2
00:24:49.399373,1.000695,tcp,192.168.1.135,49405,192.168.1.112,445,3,3,194,162,128,128,,,,,2097152,0,1902.677612,2
00:24:51.401173,0.001425,tcp,192.168.1.135,49406,192.168.1.112,139,4,2,228,120,128,128,,,,,65536,2097152,1296842.125000,0
00:26:31.571439,2.269340,tcp,192.168.1.135,49459,192.168.1.139,445,3,3,194,180,128,64,,,,,2097152,0,881.313477,2
00:26:33.548609,2.560168,tcp,192.168.1.135,49460,192.168.1.139,139,3,3,194,180,128,64,,,,,2097152,0,781.198730,2
00:29:38.768688,0.032418,tcp,192.168.1.135,49548,192.168.1.139,445,1,1,62,60,128,64,,,,,65535,0,0.000000,0
00:00:45.126098,2132.471680,igmp,0.0.0.0,,224.0.0.1,,18,0,1080,0,1,,,,,,,,3.826545,0
00:00:08.361649,2170.337891,igmp,192.168.1.135,,224.0.0.252,,47,0,2162,0,1,,,,,,,,7.799707,0
00:00:16.471140,2163.229980,igmp,192.168.1.135,,224.0.0.253,,20,0,920,0,1,,,,,,,,3.232204,0
00:00:08.386243,2169.822266,igmp,192.168.1.135,,239.255.255.250,,20,0,920,0,1,,,,,,,,3.222384,0
00:12:14.222697,0.000000,icmp,192.168.1.2,redirect,192.168.1.135,redhost,1,0,131,0,64,,,,,,,,0.000000,0
00:11:33.868312,693.630981,llc,a4:5e:60:dd:58:1d,,ff:ff:ff:ff:ff:ff,,2,0,120,0,,,,,,,,,0.692011,0
00:01:06.307881,599.675903,llc,ac:bc:32:bc:11:6d,,ff:ff:ff:ff:ff:ff,,2,0,120,0,,,,,,,,,0.800432,0
00:12:06.651637,0.000000,llc,c4:b3:01:d6:2f:51,,ff:ff:ff:ff:ff:ff,,1,0,60,0,,,,,,,,,0.000000,0
00:32:04.624708,0.000000,llc,d8:bb:2c:43:01:45,,ff:ff:ff:ff:ff:ff,,1,0,60,0,,,,,,,,,0.000000,0
00:00:07.707784,1.993307,arp,0.0.0.0,,192.168.1.135,,3,0,126,0,,,,,,,,,337.128204,0
00:01:04.933923,2146.167969,arp,192.168.1.1,,192.168.1.135,,25,25,1500,1050,,,,,,,,,9.125101,0
00:00:47.409491,691.824219,arp,192.168.1.2,,192.168.1.135,,2,2,84,84,,,,,,,,,0.971345,0
00:06:47.725875,1.960608,arp,192.168.1.112,,192.168.1.0,,3,0,126,0,,,,,,,,,342.750824,0
00:06:51.729374,611.010803,arp,192.168.1.112,,192.168.1.1,,3,0,126,0,,,,,,,,,1.099817,0
00:06:55.730150,594.009460,arp,192.168.1.112,,192.168.1.2,,2,0,84,0,,,,,,,,,0.565648,0
00:06:59.730813,1.955653,arp,192.168.1.112,,192.168.1.3,,3,0,126,0,,,,,,,,,343.619263,0
00:07:03.731658,1.954656,arp,192.168.1.112,,192.168.1.4,,3,0,126,0,,,,,,,,,343.794495,0
00:07:07.735624,1.951091,arp,192.168.1.112,,192.168.1.5,,3,0,126,0,,,,,,,,,344.422668,0
00:07:11.739028,1.947162,arp,192.168.1.112,,192.168.1.6,,3,0,126,0,,,,,,,,,345.117645,0
00:07:15.739985,1.946798,arp,192.168.1.112,,192.168.1.7,,3,0,126,0,,,,,,,,,345.182190,0
00:07:19.741537,1.946015,arp,192.168.1.112,,192.168.1.8,,3,0,126,0,,,,,,,,,345.321075,0
00:07:23.742053,1.945577,arp,192.168.1.112,,192.168.1.9,,3,0,126,0,,,,,,,,,345.398804,0
00:07:27.743172,1.944043,arp,192.168.1.112,,192.168.1.10,,3,0,126,0,,,,,,,,,345.671356,0
00:07:31.743541,1.944573,arp,192.168.1.112,,192.168.1.11,,3,0,126,0,,,,,,,,,345.577148,0
00:07:35.744787,1.943673,arp,192.168.1.112,,192.168.1.12,,3,0,126,0,,,,,,,,,345.737152,0
00:07:39.746098,1.942448,arp,192.168.1.112,,192.168.1.13,,3,0,126,0,,,,,,,,,345.955200,0
00:07:43.747387,1.940656,arp,192.168.1.112,,192.168.1.14,,3,0,126,0,,,,,,,,,346.274658,0
00:07:47.747495,1.941580,arp,192.168.1.112,,192.168.1.15,,3,0,126,0,,,,,,,,,346.109863,0
00:07:51.748548,1.940443,arp,192.168.1.112,,192.168.1.16,,3,0,126,0,,,,,,,,,346.312653,0
00:07:55.749360,1.938646,arp,192.168.1.112,,192.168.1.17,,3,0,126,0,,,,,,,,,346.633698,0
00:07:59.750043,1.939124,arp,192.168.1.112,,192.168.1.18,,3,0,126,0,,,,,,,,,346.548248,0
00:08:03.752018,1.937697,arp,192.168.1.112,,192.168.1.19,,3,0,126,0,,,,,,,,,346.803436,0
00:08:07.752936,1.937019,arp,192.168.1.112,,192.168.1.20,,3,0,126,0,,,,,,,,,346.924835,0
00:08:11.753600,1.935961,arp,192.168.1.112,,192.168.1.21,,3,0,126,0,,,,,,,,,347.114441,0
00:08:15.754532,1.934676,arp,192.168.1.112,,192.168.1.22,,3,0,126,0,,,,,,,,,347.344971,0
00:08:19.754778,1.934496,arp,192.168.1.112,,192.168.1.23,,3,0,126,0,,,,,,,,,347.377289,0
00:08:23.755456,1.934458,arp,192.168.1.112,,192.168.1.24,,3,0,126,0,,,,,,,,,347.384125,0
00:08:27.756320,1.933419,arp,192.168.1.112,,192.168.1.25,,3,0,126,0,,,,,,,,,347.570801,0
00:08:31.757049,1.932000,arp,192.168.1.112,,192.168.1.26,,3,0,126,0,,,,,,,,,347.826080,0
00:08:35.758304,1.930890,arp,192.168.1.112,,192.168.1.27,,3,0,126,0,,,,,,,,,348.026031,0
00:08:39.758678,1.931073,arp,192.168.1.112,,192.168.1.28,,3,0,126,0,,,,,,,,,347.993073,0
00:08:43.759264,1.930480,arp,192.168.1.112,,192.168.1.29,,3,0,126,0,,,,,,,,,348.099945,0
00:08:47.760077,1.929119,arp,192.168.1.112,,192.168.1.30,,3,0,126,0,,,,,,,,,348.345551,0
00:08:51.760727,1.928290,arp,192.168.1.112,,192.168.1.31,,3,0,126,0,,,,,,,,,348.495300,0
00:08:55.762107,1.927620,arp,192.168.1.112,,192.168.1.32,,3,0,126,0,,,,,,,,,348.616425,0
00:08:59.762806,1.926422,arp,192.168.1.112,,192.168.1.33,,3,0,126,0,,,,,,,,,348.833221,0
00:09:03.763598,1.925980,arp,192.168.1.112,,192.168.1.34,,3,0,126,0,,,,,,,,,348.913300,0
00:09:07.764069,1.924906,arp,192.168.1.112,,192.168.1.35,,3,0,126,0,,,,,,,,,349.107941,0
00:09:11.764836,1.924915,arp,192.168.1.112,,192.168.1.36,,3,0,126,0,,,,,,,,,349.106323,0
00:09:15.765315,1.924013,arp,192.168.1.112,,192.168.1.37,,3,0,126,0,,,,,,,,,349.269989,0
00:09:19.766477,1.923294,arp,192.168.1.112,,192.168.1.38,,3,0,126,0,,,,,,,,,349.400574,0
00:09:23.767209,1.921901,arp,192.168.1.112,,192.168.1.39,,3,0,126,0,,,,,,,,,349.653809,0
